method,model,execFolder,round,value
SSMC,demos.AnnealedMVN$Builder,exec_4,12,19328.782380369674
SSMC,demos.AnnealedMVN$Builder,exec_4,13,38245.336502848804
SSMC,demos.AnnealedMVN$Builder,exec_4,14,76413.2735409838
SSMC,demos.AnnealedMVN$Builder,exec_4,15,153775.8111796795
SSMC,demos.ToyMix$Builder,exec_13,1,26.734120463172815
SSMC,demos.ToyMix$Builder,exec_13,2,31.02164768273968
SSMC,demos.ToyMix$Builder,exec_13,3,35.404348702725514
SSMC,demos.ToyMix$Builder,exec_13,4,56.64662640202067
SSMC,demos.ToyMix$Builder,exec_13,5,136.90847303197953
SSMC,demos.ToyMix$Builder,exec_13,6,250.86510932389427
SSMC,demos.ToyMix$Builder,exec_13,7,575.4690356630784
SSMC,demos.ToyMix$Builder,exec_13,8,1016.184557345508
SSMC,demos.ToyMix$Builder,exec_13,9,2048.6951617545724
SSMC,demos.ToyMix$Builder,exec_13,10,4110.628678526104
SSMC,demos.ToyMix$Builder,exec_13,11,8233.492373641788
SSMC,demos.ToyMix$Builder,exec_13,12,16187.247909639254
SSMC,demos.ToyMix$Builder,exec_13,13,32248.676552595796
SSMC,demos.ToyMix$Builder,exec_13,14,64405.63782563449
SSMC,demos.ToyMix$Builder,exec_13,15,128682.85509382545
SAIS,mix.SimpleMixture$Builder,exec_40,1,27.282804595299975
SAIS,mix.SimpleMixture$Builder,exec_40,2,5.3322499922645115
SAIS,mix.SimpleMixture$Builder,exec_40,3,6.861430756423403
SAIS,mix.SimpleMixture$Builder,exec_40,4,9.287346641964312
SAIS,mix.SimpleMixture$Builder,exec_40,5,11.679214910780622
SAIS,mix.SimpleMixture$Builder,exec_40,6,20.231771429203164
SAIS,mix.SimpleMixture$Builder,exec_40,7,23.553636723773522
SAIS,mix.SimpleMixture$Builder,exec_40,8,48.836569571716254
SAIS,mix.SimpleMixture$Builder,exec_40,9,90.08919148570406
SAIS,mix.SimpleMixture$Builder,exec_40,10,168.17292741274997
SAIS,mix.SimpleMixture$Builder,exec_40,11,265.3688493014318
SAIS,mix.SimpleMixture$Builder,exec_40,12,530.9041817347028
SAIS,mix.SimpleMixture$Builder,exec_40,13,1058.0500106325567
SAIS,mix.SimpleMixture$Builder,exec_40,14,1938.9080418886783
SAIS,mix.SimpleMixture$Builder,exec_40,15,3882.010226323408
